title,batch_idx,dict_version,batch_accuracy,batch_macro_f1,batch_weighted_f1,batch_phishing_precision,batch_phishing_recall,batch_phishing_f1,river_cumulative_accuracy,river_cumulative_macro_f1,river_cumulative_weighted_f1,transformer_used_count,transformer_promote_count,transformer_demote_count,mean_transformer_phish_prob,prediction_mode
Before Update - Progressive Stream Batch 91,91,30,0.9456,0.9161178936445001,0.9456047457158001,0.8368263473053892,0.8281481481481482,0.8324646314221892,0.9328153846153846,0.9020051698426876,0.9331732764713251,1191,52,116,0.5902109146118164,hybrid_base_plus_transformer_specialist
Before Update - Progressive Stream Batch 92,92,30,0.9498,0.9274579834093822,0.9498001128304892,0.8477088948787062,0.8477088948787062,0.8477088948787062,0.933,0.9022845175293475,0.9333528604866814,1342,62,163,0.5809721946716309,hybrid_base_plus_transformer_specialist
Before Update - Progressive Stream Batch 93,93,30,0.9442,0.924167870533198,0.9448676113762662,0.8026143790849674,0.8575418994413407,0.8291694800810263,0.9331204301075269,0.9025159793791064,0.9334762603971365,1383,65,150,0.5716069340705872,hybrid_base_plus_transformer_specialist
Before Update - Progressive Stream Batch 94,94,31,0.9414,0.9186242000445463,0.9417174856046299,0.8192307692307692,0.841897233201581,0.8304093567251462,0.9332085106382979,0.9026913921269007,0.9335635127322017,1329,96,101,0.6153340339660645,hybrid_base_plus_transformer_specialist
Before Update - Progressive Stream Batch 95,95,31,0.944,0.9211067619202741,0.9448091068593482,0.8087291399229781,0.8689655172413793,0.8377659574468085,0.9333221052631578,0.9028850335171826,0.9336822978964099,1200,112,79,0.6693249344825745,hybrid_base_plus_transformer_specialist
Before Update - Progressive Stream Batch 96,96,31,0.9354,0.9049702780548602,0.9360600014388841,0.7898259705488622,0.8240223463687151,0.8065618591934381,0.93334375,0.9029069895982145,0.9337068822141537,1656,87,141,0.49542078375816345,hybrid_base_plus_transformer_specialist
Before Update - Progressive Stream Batch 97,97,32,0.9462,0.918293617359392,0.9469319651539762,0.8152866242038217,0.8707482993197279,0.8421052631578947,0.9334762886597938,0.9030674052993166,0.9338440171836249,1306,82,112,0.6226214170455933,hybrid_base_plus_transformer_specialist
Before Update - Progressive Stream Batch 98,98,32,0.9416,0.9218281591747457,0.9425597164530507,0.7863577863577863,0.8654390934844193,0.8240053944706676,0.9335591836734694,0.9032599809859653,0.9339325174236933,1907,70,283,0.44829246401786804,hybrid_base_plus_transformer_specialist
Before Update - Progressive Stream Batch 99,99,32,0.9378,0.9075068847633272,0.9384932553609943,0.8,0.8352272727272727,0.817234190410007,0.9336020202020202,0.9033032400677654,0.9339786223302711,1482,76,209,0.5279514789581299,hybrid_base_plus_transformer_specialist
Before Update - Progressive Stream Batch 100,100,33,0.9488,0.9270139412975816,0.949396171788992,0.8291139240506329,0.8791946308724832,0.8534201954397395,0.933754,0.9035481949337991,0.9341335515293981,1386,67,121,0.6004127264022827,hybrid_base_plus_transformer_specialist
Before Update - Progressive Stream Batch 101,101,33,0.9402,0.9116873853785081,0.941032348899072,0.8190348525469169,0.8778735632183908,0.8474341192787794,0.9338178217821782,0.9036277058646017,0.9342029945687009,1305,110,77,0.6054105758666992,hybrid_base_plus_transformer_specialist
